0.107608	1400
0.112712	1400
0.112712	1400
0.117821	1400
0.117821	1400
0.117821	1400
0.117821	1400
0.122933	1400
0.122933	1400
0.122933	1400
0.122933	1400
0.122933	1400
0.122933	1400
0.122933	1400
0.124008	1400
0.128054	1400
0.128054	1400
0.128054	1400
0.128054	1400
0.128054	1400
0.128054	1400
0.128054	1400
0.128054	1400
0.128054	1400
0.128054	1400
0.128054	1400
0.128054	1400
0.128054	1400
0.129108	1400
0.131112	1400
0.131112	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.133196	1400
0.134208	1400
0.136225	1400
0.136225	1400
0.136225	1400
0.136225	1400
0.136225	1400
0.136225	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138296	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.138383	1400
0.139308	1400
0.141354	1400
0.141354	1400
0.141354	1400
0.141354	1400
0.141354	1400
0.141354	1400
0.141354	1400
0.141354	1400
0.141354	1400
0.141354	1400
0.141354	1400
0.141354	1400
0.141354	1400
0.142408	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143396	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143496	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143596	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.143667	1400
0.144408	1400
0.145712	1400
0.145712	1400
0.146496	1400
0.146496	1400
0.146496	1400
0.146496	1400
